,name,category,sim
975,하남장터곱창,고기,tensor([[0.3096]])
976,싸닭(덕풍시장본점),치킨,tensor([[0.3422]])
977,스톤밸리 바베큐,고기,tensor([[0.2348]])
978,옥산가 순대국,한식당,tensor([[0.3235]])
979,달포네막창,고기,tensor([[0.2939]])
980,청송갈비한마당,고기,tensor([[0.3122]])
981,앙마곱창,고기,tensor([[0.2064]])
982,돈굽는마을,고기,tensor([[0.3278]])
983,샘이깊은청학동,주류,tensor([[0.2219]])
984,금수레 황금옻닭,한식당,tensor([[0.2937]])
985,민혜네묵은지삼겹살,고기,tensor([[0.3307]])
986,왕바리냉바리,분식,tensor([[0.1921]])
987,백초묵은삼겹살,고기,tensor([[0.3458]])
988,고골참숯장어,해물,tensor([[0.1662]])
989,서부한우숯불구이,고기,tensor([[0.3518]])
990,덕풍골칡냉면,한식당,tensor([[0.3720]])
991,상화울가든,한식당,tensor([[0.2048]])
992,하남 임가네 부대찌개,한식당,tensor([[0.3554]])
993,형노가(5호점),고기,tensor([[0.3110]])
994,토속 밀냉면.칼국수,분식,tensor([[0.2234]])
995,재호순대국&부대찌개,한식당,tensor([[0.2717]])
996,아리수숯불갈비,고기,tensor([[0.2132]])
997,미사리 풀하우스,고기,tensor([[0.1503]])
998,오천량주막,주류,tensor([[0.3285]])
999,권현숙의 미사리 팔당냉면 중화요리,중국집,tensor([[0.3297]])
1000,달마당쭈꾸미,한식당,tensor([[0.3243]])
1001,여주왕탕집,한식당,tensor([[0.1923]])
1002,곤드레사랑,한식당,tensor([[0.3428]])
1003,쌍바위가든,고기,tensor([[0.2214]])
1004,굴뚝 가마솥 한정식,한식당,tensor([[0.3554]])
1005,청솔돌오리구이,고기,tensor([[0.2667]])
1006,푸챠오,중국집,tensor([[0.3098]])
1007,만돈만리,고기,tensor([[0.1634]])
1008,이화수 전통육개장 창우점,한식당,tensor([[0.3276]])
1009,돔(DOME)676,카페,tensor([[0.1574]])
1010,천년비법 옻닭,고기,tensor([[0.2665]])
1011,시어머니 청국장,한식당,tensor([[0.3768]])
1012,지구에서 온 아구해,해물,tensor([[0.1231]])
1013,온누리누룽지백숙 하남점,고기,tensor([[0.2559]])
1014,복예가든,한식당,tensor([[0.2957]])
1015,위풍닭닭,치킨,tensor([[0.3094]])
1016,새벽 숯불 가든 하남점,고기,tensor([[0.2446]])
1017,더우개곱창덕풍점,고기,tensor([[0.2439]])
1018,미사리바다 해장국,해장국,tensor([[0.4703]])
1019,대사골식당,한식당,tensor([[0.2273]])
1020,옛마당대구뽈찜,해물,tensor([[0.1576]])
1021,이영숙동해동태찜,해물,tensor([[0.2159]])
1022,철탑집,한식당,tensor([[0.3604]])
1023,훈설렁탕,한식당,tensor([[0.3016]])
1024,디딤돌 숨두부집,한식당,tensor([[0.3204]])
1025,한가득 육개장,한식당,tensor([[0.2751]])
1026,회 뜨는 풍경,일식당,tensor([[0.3531]])
1027,커맥하우스,호프,tensor([[0.4160]])
1028,고골산장,한식당,tensor([[0.2510]])
1029,풍전호프,호프,tensor([[0.4234]])
1030,강동복집,해물,tensor([[0.1833]])
1031,장다리 한우마당,고기,tensor([[0.3509]])
1032,이정수치킨전문점,치킨,tensor([[0.3369]])
1033,소문난손칼국수집,분식,tensor([[0.1776]])
1034,피맥 플레이스,피자,tensor([[0.2790]])
1035,구림장어,해물,tensor([[0.2077]])
