,name,position,total_distance,total_time
607,갯벌의 조개 미사역점,"경기 하남시 미사강변중앙로204번길 22 104, 105호",1556,1254
608,우먼스키친,경기 하남시 신장1로3번길 64-1,4916,3956
609,Check Plate(체크 플레이트),경기 하남시 미사강변한강로 290-3 모노라운지상가 A동 101호 Check Plate,1378,1111
610,정보인 부산돼지국밥(하남미사점),경기 하남시 미사강변대로34번길 120,2746,2223
611,리미니 스타필드 위례점,경기 하남시 위례대로 200 스타필드시티 위례점 4층,13812,10847
612,차이니즈 인 미사,경기 하남시 미사강변남로 125 101동 113호,1856,1470
613,하오마라 미사역점,경기 하남시 미사강변동로 85 힐스테이트 에코미사 1층,1759,1410
614,웍 앤 누들,경기 하남시 하남대로 947 테크노밸리U1센터 B동 122호,4059,3364
615,로쏘폴라레,경기 하남시 미사강변중앙로 193 3층 310호,1735,1411
616,써니의 식탁,경기 하남시 미사강변한강로 279 3층316호,1149,907
617,프랭크버거 하남미사점,경기 하남시 미사강변동로84번길 29 미사역 헤리운 애비뉴어 1층 120호,1828,1421
618,BBQ하남신장점,경기 하남시 신장1로33번길 45 101호 bbq,4717,3778
619,자담치킨 위례스타필드점,경기 하남시 위례대로 190 상가동 162호,13906,10912
620,신선미 미사리우동(하남감일점),경기 하남시 신우실로 61,9726,7570
621,구구족 하남점,경기 하남시 미사강변대로 64,2895,2327
622,사미반점 미사2호점,경기 하남시 미사강변한강로 155 SK V1 센터 1층 사미반점 미사2호점,212,156
623,손  쿡희,경기 하남시 미사강변중앙로 173 115호 손쿡희,1940,1557
624,카페 종종,경기 수원시 권선구 권광로 87 2층 우측,44506,34658
625,배다리 문가네,경기 하남시 서하남로47번길 214-39 . 1층,8156,6379
626,심야반점 하남미사점,경기 하남시 미사강변대로54번길 59,3024,2389
627,로바타 미자,경기 하남시 미사강변중앙로 193 2층,1735,1411
628,까페 아르볼 하남미사점,경기 하남시 미사강변한강로224번안길 25 1층,788,686
629,에그드랍 미사점,경기 하남시 미사강변중앙로 223 센트럴파크1 102호,1423,1189
630,바캉스인미사,경기 하남시 미사강변한강로346번길 23 1층 바캉스인미사,1934,1586
631,BBQ치킨 감일점,경기 하남시 감일백제로 109,10327,8027
632,뜸들이다 하남미사점,경기 하남시 미사강변대로226번안길 15 1층 109호,1647,1350
633,계미락,경기 안성시 원곡면 원당로 144-1,72303,55744
634,배떡 하남미사점,경기 하남시 미사강변한강로 270-1 201동 1층 1-185호,1335,1082
635,오븐마루치킨 하남미사점,경기 하남시 미사강변동로 180-1 미사강변도시14단지 상가 1동 1층,771,631
636,찌엔용,경기 하남시 미사강변동로 79 2층 204호,1812,1438
637,하남소곱창전골 불향기,경기 하남시 신장로136번길 22,4747,3745
638,쭈니네랭삼,경기 하남시 하남대로776번길 55 1층,4697,3795
639,원조 부안집 하남풍산역점,경기 하남시 덕풍로 71 107호,3068,2481
640,용광루,경기 하남시 미사강변중앙로204번길 22,1556,1254
641,키슬,경기 하남시 미사강변중앙로 161 113호 (건물 뒷편 수변공원라인),2048,1635
642,더 노벰버 라운지(하남풍산점),경기 하남시 미사강변한강로 420,2481,2004
643,진 미사포구,경기 하남시 미사강변북로30번길 40,1560,1287
644,최구야 김치찌개,경기 하남시 하남대로 947,4059,3364
645,족슐랭 하남미사역점,경기 하남시 미사강변중앙로 190 1층 족슐랭,1735,1382
646,수 스테이크(Soo Steak),"경기 하남시 미사강변중앙로 181 더퍼스트테라스 2층 215호, 216호",1869,1507
647,초광한식부페,경기 하남시 초광산단서로16번길 5,7221,5704
648,배추야놀자,경기 하남시 위례대로 190 1층 126호,13906,10912
649,예원닭강정 하남점,경기 하남시 하남대로801번길 25 102호 예원닭강정,4729,3819
650,BDC카페,경기 하남시 미사강변동로84번길 20 112호 BDC카페,1832,1454
651,바른치킨 미사강변점,경기 하남시 미사강변대로34번길 66 플레이스이안,2972,2411
652,도미노피자 하남미사점,경기 하남시 미사강변서로 30,3380,2673
653,도미노피자 하남신장점,경기 하남시 하남대로 786-1,4734,3786
654,파스타입니다 하남점,경기 하남시 미사강변대로 52 1층 111호 파스타입니다 하남점,3057,2444
655,혼밥대왕 하남점,경기 하남시 미사강변중앙로7번안길 25 유테크밸리 B동 105호,3697,3076
656,테임드커피(Tamed coffee),경기 하남시 미사강변북로30번길 170 1층,1380,1133
657,이비가짬뽕 올림픽공원점,경기 하남시 감일남로 30 2층,10887,8441
658,뽕이야(본점),경기 하남시 미사강변북로30번길 28 101호,1501,1245
659,교촌치킨 풍산지구점,경기 하남시 덕풍북로251번길 24 1층,3571,2873
660,불백 경성원,경기 하남시 미사강변중앙로 173 미사리버에비뉴 110호,1940,1557
661,청정플러스수산,경기 하남시 미사강변한강로 290-3 . 상가2동 132호,1378,1111
662,미미사500원양꼬치,경기 하남시 미사강변동로 127 경서타워 208호,1396,1141
663,꼼떼 갈비살,"경기 하남시 감일로 17 1층, 2층",10455,8093
664,페리카나 미사1점,경기 하남시 미사강변중앙로 223 113호,1423,1189
665,미소야 미사역점,경기 하남시 미사강변남로 125 101동 110호,1856,1470
666,소자밥상,경기 하남시 하남대로777번길 74 1층,5229,4110
667,광장 풍천장어,경기 하남시 검단산로 246 광장수제꼬치꼬치,5732,4616
668,하남불끈장어,경기 하남시 미사강변남로 125 101동 2층 212호,1856,1470
669,누나홀닭 하남풍산점,경기 하남시 덕풍동로 111-33,3132,2503
670,한상차림 코다리명가 하남점,경기 하남시 하남대로 947 A동 138호,4059,3364
671,뽕짜네,경기 하남시 역말로24번길 9,5325,4192
672,하남 정덮밥 미사점,경기 하남시 미사강변대로34번안길 11 스타프라자 2층 206호,2990,2423
673,미사에꼬치다,경기 하남시 미사강변중앙로 174 106호,1907,1505
674,맘스터치 하남풍산점,경기 하남시 덕풍동로 111 1층 111호 풍산캐슬빌딩,3157,2517
675,위례제주도니,경기 하남시 위례대로 220 상가동 101A호 지웰푸르지오,13659,10718
676,푸라닭 하남덕풍점,경기 하남시 덕풍북로 40,3244,2603
677,직화에빠지다 하남미사점,경기 하남시 미사강변한강로354번길 17 102호,1994,1604
678,송정상목장,경기 하남시 미사강변한강로 346 송정상목장,1822,1476
679,초선마라 하남미사점,경기 하남시 미사강변한강로220번길 40 102호,800,634
680,비스트로 홍,경기 하남시 미사강변중앙로170번길 10 제1층제106호,1982,1592
681,한끼정 하남점,경기 하남시 미사강변한강로334번길 30 1층,1811,1485
682,롤링파스타 미사강변중앙점,"경기 하남시 미사강변동로 85 힐스테이트에코미사 2층 213, 214호",1759,1410
683,맛찬들왕소금구이 하남미사점,경기 하남시 미사강변중앙로170번길 10 신성프라자 1층 114~116호,1982,1592
684,스쿨푸드 미사딜리버리점,경기 하남시 미사강변중앙로111번안길 27 1층,2445,1951
685,오늘밤 노가리,경기 하남시 미사강변중앙로 226 우성르보아파크 상가 123호,1343,1102
686,제줏간 미사역점,"경기 하남시 미사강변중앙로 164 미타워 102호, 103호, 104호",2036,1626
687,육미애,경기 하남시 미사강변동로 127 경서타워 206호,1396,1141
688,서울포차 하남미사점,경기 하남시 미사강변중앙로204번길 11 마들렌오피스텔 205호,1531,1266
689,닭삼 바베큐치킨,경기 하남시 미사강변한강로224번길 8 1층 102호,668,564
690,바른치킨 하남시청역점,경기 하남시 하남대로 851 1층 바른치킨 (경기도 하남시 덕풍동 309-63) (경기도 하남시 덕풍동 309-63),4266,3362
691,푸라닭 하남미사역점,경기 하남시 아리수로 570 효성해링턴타워더퍼스트 1019호,1212,1008
692,탑 해물칼국수(하남점),경기 하남시 서하남로 438 2층,7560,5867
693,멀티푸드 하남점,서울 강동구 고덕로 133,6416,5225
694,호식이두마리치킨 미사1호점,경기 하남시 미사강변서로 16 1층 알103호,3427,2738
695,신참떡볶이 하남덕풍점,경기 하남시 덕풍동로 111-10 A동 122호,3189,2542
696,우마왕과 저팔계,"경기 하남시 미사강변중앙로 193 에코브리지1 117,118호 호수공원 무지개 다리 앞",1735,1411
697,채선당자연한가득 하남미사점,경기 하남시 미사대로 456 라파르코 3층,1281,1060
698,주싸롱,경기 하남시 하남대로801번길 74 1층 101호,4922,3954
699,정가네 돈오리,경기 하남시 검단산로 209,6100,4909
700,부어치킨하남미사점,경기 하남시 미사강변한강로334번안길 13 1층,1808,1495
701,본죽&비빔밥cafe 미사역점,경기 하남시 미사강변남로 103 113호,1895,1526
702,경양카츠 하남미사점,경기 하남시 미사강변북로30번안길 27 1층,1611,1324
703,보석어묵CAFE,경기 하남시 미사강변남로 131 퀸즈파크 2차 214호,1715,1341
704,YELLOW75 CAFE(옐로우75 카페),경기 하남시 초광산단로 75,7075,5483
705,돈소풍,"경기 하남시 천현로 120 , 1층",5556,4522
706,완벽한생갈비,경기 하남시 미사강변한강로334번안길 21 1층,1845,1492
707,함무바 돼지 국밥,경기 하남시 미사강변동로84번길 29 헤리움 애비뉴어 1층 122호,1828,1421
708,홍미김밥,경기 하남시 미사강변한강로334번길 18 1층,1745,1430
709,순정한우정육식당 미사점,"경기 하남시 미사강변중앙로 164 1층 108호, 109호, 110호",2036,1626
710,다래육회,경기 하남시 미사강변중앙로 218 108호,1355,1119
711,청년다방 미사역점,"경기 하남시 미사강변중앙로 173 101,102호",1940,1557
712,모뜰,경기 하남시 미사강변동로84번길 39 2층 204호 에코타워,1476,1197
713,이태원 삼겹 미사점,"경기 하남시 미사강변대로 208 우승프라자 1층 108, 109, 110, 111호",1710,1366
714,스윗바니(Sweet Bunny),경기 하남시 신평로73번길 21 1층 101호,4721,3783
715,Wine Maria(와인마리아),경기 하남시 미사강변중앙로 157 리버테라스 2층 203-1호,2107,1676
716,몽계옥,경기 하남시 미사강변한강로334번길 28,1815,1471
717,박쉐프 슈가네돈카츠,경기 하남시 미사강변서로 25 미사테스타타워지식산업센터,3438,2742
718,덕만이네 뼈해장국,경기 하남시 미사강변중앙로 174,1907,1505
719,두찜 하남덕풍점,경기 하남시 역말로 47-1 1층,5037,3982
720,청담이상 하남미사역점,경기 하남시 미사강변중앙로 164 미타워 4층,2036,1626
721,카페마마스 하남스타필드점,경기 하남시 미사대로 750 2층 카페마마스,4661,3740
722,명품빨강오뎅,경기 하남시 미사강변중앙로 174 효성해링턴타워레이크파크 1층 119호,1907,1505
723,재킨보아즈,경기 하남시 미사강변한강로158번길 9 지하 1층 재킨보아즈,401,332
724,최부자네,인천 연수구 경원대로467번길 18 덕수빌리지,54663,43578
725,뱁스카페,경기 하남시 하남대로 947 하남테크노밸리U1 C동 105호,4059,3364
726,코다리와 능이버섯 미사,경기 하남시 미사강변동로 121 더랜드시티 211호,1445,1177
727,교촌치킨 미사역점,경기 하남시 미사강변중앙로 181 더퍼스트테라스 1층 교촌치킨 미사역점,1869,1507
728,미사리제면소,경기 하남시 아리수로 570 102동 2층 2062호,1212,1008
729,육쌈냉면 미사점,경기 하남시 미사강변중앙로204번길 45 성산타워풀러스 2층 205호,1381,1158
730,달리감자탕,경기 하남시 미사강변한강로 290-3 상가 A동 207호,1378,1111
731,테트리스찜닭 미사하남점,경기 하남시 덕풍북로 249 1층,3509,2768
732,형노가(하남5호점),경기 하남시 미사강변중앙로 190 1층 136호~140호,1735,1382
733,사심i,경기 하남시 미사강변북로30번안길 27,1611,1324
734,신선미 미사리우동(미사리본점),경기 하남시 미사강변대로54번길 125 1층 101~12호,2678,2142
735,편백상회 하남점,경기 하남시 미사강변중앙로204번길 45 성산타워플러스 2층 206호,1381,1158
736,윤쉐프's 키친&펍,경기 하남시 미사강변중앙로 212 미사강변 안강프라이빗뷰 2층 204호,1489,1265
737,써니핸드에프앤비둥둥치킨,경기 하남시 대청로116번길 59-3 10호,5640,4553
738,금수네밥집,경기 하남시 신장로136번길 24,4767,3761
739,명륜진사갈비 하남스타필드점,경기 하남시 신장동로 130 1층,4659,3762
740,도야족발보쌈 미사하남점,경기 하남시 미사강변동로 127 경서타워 101호 도야족발보쌈,1396,1141
741,서가네기절닭발,경기 하남시 미사강변한강로 270-1 미사강변호반써밋201동 1-102호 1층상가,1335,1082
742,고봉민김밥인 하남미사역점,경기 하남시 미사강변동로 72 에스비비즈타워 101호,1877,1485
743,인생객잔,경기 하남시 미사강변중앙로 189 에코브릿지2 수변 121호,1787,1448
744,라미향마라탕,경기 하남시 미사강변중앙로 181 201호,1869,1507
745,용갈집,경기 하남시 하남대로802번길 68 아트빌딩 1층,4422,3594
746,낙현식당,경기 하남시 하남대로 1043-28,3980,3165
747,호정의 식탁,"서울 송파구 올림픽로35길 124 장미종합상가 A상가 B1, 5~6호",12434,10085
748,천년소나무,경기 하남시 서하남로19번길 62 천년소나무,9100,7017
749,카페더릿(Cafe The Lit),경기 하남시 미사동로40번길 75-19 1층,1525,1240
